product_id,name,category,subcategory,brand,description,price_npr,avg_rating,rating_count,tags,is_new_arrival,in_stock
P0402,Lalitpur Looms Lokta Paper 402,Handicrafts & Art,Lokta Paper,Lalitpur Looms,Lokta Paper made for Nepali shoppers with reliable quality and local style.,1250,4.7,398,"handicrafts & art, lokta paper, nepal, lalitpur looms, gift",False,True
P0403,Lalitpur Looms Saree 403,Traditional Attire,Saree,Lalitpur Looms,Saree made for Nepali shoppers with reliable quality and local style.,899,3.8,260,"traditional attire, saree, nepal, lalitpur looms, gift",False,True
P0404,NepTech Spices 404,Daily Groceries,Spices,NepTech,Spices made for Nepali shoppers with reliable quality and local style.,2500,3.8,351,"daily groceries, spices, nepal, neptech, gift",False,False
P0405,Himalaya Accessories 405,Electronics,Accessories,Himalaya,Accessories made for Nepali shoppers with reliable quality and local style.,14500,4.3,48,"electronics, accessories, nepal, himalaya, gift",False,True
P0406,Sagarmatha Stationery 406,Books & Education,Stationery,Sagarmatha,Stationery made for Nepali shoppers with reliable quality and local style.,1250,4.7,77,"books & education, stationery, nepal, sagarmatha, gift",False,False
P0407,NepTech Daura Suruwal 407,Traditional Attire,Daura Suruwal,NepTech,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,9800,3.7,369,"traditional attire, daura suruwal, nepal, neptech, gift",True,True
P0408,Sagarmatha Sunglasses 408,Fashion & Accessories,Sunglasses,Sagarmatha,Sunglasses made for Nepali shoppers with reliable quality and local style.,1250,4.0,139,"fashion & accessories, sunglasses, nepal, sagarmatha, gift",False,True
P0409,NepTech Children Books 409,Books & Education,Children Books,NepTech,Children Books made for Nepali shoppers with reliable quality and local style.,550,4.8,350,"books & education, children books, nepal, neptech, gift",True,True
P0410,Kathmandu Craft Literature 410,Books & Education,Literature,Kathmandu Craft,Literature made for Nepali shoppers with reliable quality and local style.,550,5.0,10,"books & education, literature, nepal, kathmandu craft, gift",True,False
P0411,NepTech Shoes 411,Fashion & Accessories,Shoes,NepTech,Shoes made for Nepali shoppers with reliable quality and local style.,350,3.4,123,"fashion & accessories, shoes, nepal, neptech, gift",True,True
P0412,Janakpur Mart Headphones 412,Electronics,Headphones,Janakpur Mart,Headphones made for Nepali shoppers with reliable quality and local style.,550,2.9,277,"electronics, headphones, nepal, janakpur mart, gift",False,True
P0413,Sagarmatha Daura Suruwal 413,Traditional Attire,Daura Suruwal,Sagarmatha,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,1250,3.9,173,"traditional attire, daura suruwal, nepal, sagarmatha, gift",False,False
P0414,Himalaya Stationery 414,Books & Education,Stationery,Himalaya,Stationery made for Nepali shoppers with reliable quality and local style.,1800,3.8,121,"books & education, stationery, nepal, himalaya, gift",False,True
P0415,Janakpur Mart Spices 415,Daily Groceries,Spices,Janakpur Mart,Spices made for Nepali shoppers with reliable quality and local style.,4200,3.8,17,"daily groceries, spices, nepal, janakpur mart, gift",False,True
P0416,Sagarmatha Thangka 416,Handicrafts & Art,Thangka,Sagarmatha,Thangka made for Nepali shoppers with reliable quality and local style.,1800,4.3,125,"handicrafts & art, thangka, nepal, sagarmatha, gift",True,True
P0417,Kathmandu Craft Smart Watch 417,Electronics,Smart Watch,Kathmandu Craft,Smart Watch made for Nepali shoppers with reliable quality and local style.,6500,3.3,223,"electronics, smart watch, nepal, kathmandu craft, gift",False,True
P0418,NepTech Woodcraft 418,Handicrafts & Art,Woodcraft,NepTech,Woodcraft made for Nepali shoppers with reliable quality and local style.,2500,4.1,149,"handicrafts & art, woodcraft, nepal, neptech, gift",False,True
P0419,Kathmandu Craft Accessories 419,Electronics,Accessories,Kathmandu Craft,Accessories made for Nepali shoppers with reliable quality and local style.,2500,5.0,257,"electronics, accessories, nepal, kathmandu craft, gift",False,True
P0420,Sagarmatha Smart Watch 420,Electronics,Smart Watch,Sagarmatha,Smart Watch made for Nepali shoppers with reliable quality and local style.,1250,4.2,282,"electronics, smart watch, nepal, sagarmatha, gift",False,True
P0421,Himalaya Jewellery 421,Fashion & Accessories,Jewellery,Himalaya,Jewellery made for Nepali shoppers with reliable quality and local style.,899,3.8,277,"fashion & accessories, jewellery, nepal, himalaya, gift",False,True
P0422,Kathmandu Craft Cookware 422,Kitchen & Home,Cookware,Kathmandu Craft,Cookware made for Nepali shoppers with reliable quality and local style.,350,3.5,183,"kitchen & home, cookware, nepal, kathmandu craft, gift",False,True
P0423,Janakpur Mart Children Books 423,Books & Education,Children Books,Janakpur Mart,Children Books made for Nepali shoppers with reliable quality and local style.,2500,5.0,294,"books & education, children books, nepal, janakpur mart, gift",False,True
P0424,NepTech Sunglasses 424,Fashion & Accessories,Sunglasses,NepTech,Sunglasses made for Nepali shoppers with reliable quality and local style.,9800,4.3,127,"fashion & accessories, sunglasses, nepal, neptech, gift",False,True
P0425,Lalitpur Looms Mobile 425,Electronics,Mobile,Lalitpur Looms,Mobile made for Nepali shoppers with reliable quality and local style.,6500,3.9,128,"electronics, mobile, nepal, lalitpur looms, gift",False,True
P0426,NepTech Kurta 426,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,899,4.0,387,"traditional attire, kurta, nepal, neptech, gift",False,True
P0427,Sagarmatha Dhaka Topi 427,Traditional Attire,Dhaka Topi,Sagarmatha,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,14500,3.3,404,"traditional attire, dhaka topi, nepal, sagarmatha, gift",False,True
P0428,NepTech Jewellery 428,Fashion & Accessories,Jewellery,NepTech,Jewellery made for Nepali shoppers with reliable quality and local style.,4200,4.6,218,"fashion & accessories, jewellery, nepal, neptech, gift",False,True
P0429,Himalaya Bedding 429,Kitchen & Home,Bedding,Himalaya,Bedding made for Nepali shoppers with reliable quality and local style.,9800,4.4,419,"kitchen & home, bedding, nepal, himalaya, gift",False,False
P0430,Lalitpur Looms Shoes 430,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,14500,2.8,313,"fashion & accessories, shoes, nepal, lalitpur looms, gift",False,False
P0431,NepTech Kurta 431,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,350,4.4,399,"traditional attire, kurta, nepal, neptech, gift",False,True
P0432,Janakpur Mart Thangka 432,Handicrafts & Art,Thangka,Janakpur Mart,Thangka made for Nepali shoppers with reliable quality and local style.,4200,4.6,69,"handicrafts & art, thangka, nepal, janakpur mart, gift",False,True
P0433,Janakpur Mart Stationery 433,Books & Education,Stationery,Janakpur Mart,Stationery made for Nepali shoppers with reliable quality and local style.,1800,3.8,131,"books & education, stationery, nepal, janakpur mart, gift",False,True
P0434,Himalaya Smart Watch 434,Electronics,Smart Watch,Himalaya,Smart Watch made for Nepali shoppers with reliable quality and local style.,6500,3.5,226,"electronics, smart watch, nepal, himalaya, gift",False,True
P0435,Himalaya Thangka 435,Handicrafts & Art,Thangka,Himalaya,Thangka made for Nepali shoppers with reliable quality and local style.,2500,4.9,404,"handicrafts & art, thangka, nepal, himalaya, gift",False,False
P0436,Himalaya Smart Watch 436,Electronics,Smart Watch,Himalaya,Smart Watch made for Nepali shoppers with reliable quality and local style.,1250,3.6,187,"electronics, smart watch, nepal, himalaya, gift",False,True
P0437,NepTech Saree 437,Traditional Attire,Saree,NepTech,Saree made for Nepali shoppers with reliable quality and local style.,1250,4.5,220,"traditional attire, saree, nepal, neptech, gift",False,True
P0438,Lalitpur Looms Lokta Paper 438,Handicrafts & Art,Lokta Paper,Lalitpur Looms,Lokta Paper made for Nepali shoppers with reliable quality and local style.,6500,3.9,228,"handicrafts & art, lokta paper, nepal, lalitpur looms, gift",False,True
P0439,NepTech Smart Watch 439,Electronics,Smart Watch,NepTech,Smart Watch made for Nepali shoppers with reliable quality and local style.,4200,3.9,23,"electronics, smart watch, nepal, neptech, gift",False,True
P0440,Lalitpur Looms Shoes 440,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,550,4.1,402,"fashion & accessories, shoes, nepal, lalitpur looms, gift",False,True
P0441,Lalitpur Looms Bags 441,Fashion & Accessories,Bags,Lalitpur Looms,Bags made for Nepali shoppers with reliable quality and local style.,899,3.5,405,"fashion & accessories, bags, nepal, lalitpur looms, gift",True,True
P0442,Sagarmatha Snacks 442,Daily Groceries,Snacks,Sagarmatha,Snacks made for Nepali shoppers with reliable quality and local style.,14500,4.0,116,"daily groceries, snacks, nepal, sagarmatha, gift",False,True
P0443,Kathmandu Craft Kurta 443,Traditional Attire,Kurta,Kathmandu Craft,Kurta made for Nepali shoppers with reliable quality and local style.,899,3.4,182,"traditional attire, kurta, nepal, kathmandu craft, gift",False,True
P0444,Kathmandu Craft Appliances 444,Kitchen & Home,Appliances,Kathmandu Craft,Appliances made for Nepali shoppers with reliable quality and local style.,350,3.9,145,"kitchen & home, appliances, nepal, kathmandu craft, gift",False,True
P0445,Himalaya Literature 445,Books & Education,Literature,Himalaya,Literature made for Nepali shoppers with reliable quality and local style.,350,4.8,312,"books & education, literature, nepal, himalaya, gift",False,True
P0446,NepTech Jewellery 446,Fashion & Accessories,Jewellery,NepTech,Jewellery made for Nepali shoppers with reliable quality and local style.,350,4.3,400,"fashion & accessories, jewellery, nepal, neptech, gift",False,True
P0447,Himalaya Jewellery 447,Fashion & Accessories,Jewellery,Himalaya,Jewellery made for Nepali shoppers with reliable quality and local style.,1250,3.8,197,"fashion & accessories, jewellery, nepal, himalaya, gift",False,True
P0448,Kathmandu Craft Bedding 448,Kitchen & Home,Bedding,Kathmandu Craft,Bedding made for Nepali shoppers with reliable quality and local style.,4200,4.1,136,"kitchen & home, bedding, nepal, kathmandu craft, gift",False,True
P0449,Himalaya Dhaka Topi 449,Traditional Attire,Dhaka Topi,Himalaya,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,1800,3.7,49,"traditional attire, dhaka topi, nepal, himalaya, gift",False,True
P0450,Janakpur Mart Shoes 450,Fashion & Accessories,Shoes,Janakpur Mart,Shoes made for Nepali shoppers with reliable quality and local style.,350,3.4,349,"fashion & accessories, shoes, nepal, janakpur mart, gift",False,True
P0451,Himalaya Bags 451,Fashion & Accessories,Bags,Himalaya,Bags made for Nepali shoppers with reliable quality and local style.,2500,3.0,244,"fashion & accessories, bags, nepal, himalaya, gift",True,False
P0452,Kathmandu Craft Literature 452,Books & Education,Literature,Kathmandu Craft,Literature made for Nepali shoppers with reliable quality and local style.,899,4.1,301,"books & education, literature, nepal, kathmandu craft, gift",True,True
P0453,Himalaya Woodcraft 453,Handicrafts & Art,Woodcraft,Himalaya,Woodcraft made for Nepali shoppers with reliable quality and local style.,1800,3.8,48,"handicrafts & art, woodcraft, nepal, himalaya, gift",False,True
P0454,NepTech Children Books 454,Books & Education,Children Books,NepTech,Children Books made for Nepali shoppers with reliable quality and local style.,1800,4.2,355,"books & education, children books, nepal, neptech, gift",False,True
P0455,Sagarmatha Woodcraft 455,Handicrafts & Art,Woodcraft,Sagarmatha,Woodcraft made for Nepali shoppers with reliable quality and local style.,1250,4.1,99,"handicrafts & art, woodcraft, nepal, sagarmatha, gift",False,True
P0456,NepTech Children Books 456,Books & Education,Children Books,NepTech,Children Books made for Nepali shoppers with reliable quality and local style.,2500,4.1,173,"books & education, children books, nepal, neptech, gift",False,True
P0457,Kathmandu Craft Kurta 457,Traditional Attire,Kurta,Kathmandu Craft,Kurta made for Nepali shoppers with reliable quality and local style.,9800,4.4,35,"traditional attire, kurta, nepal, kathmandu craft, gift",False,False
P0458,Kathmandu Craft Metal Craft 458,Handicrafts & Art,Metal Craft,Kathmandu Craft,Metal Craft made for Nepali shoppers with reliable quality and local style.,6500,4.7,363,"handicrafts & art, metal craft, nepal, kathmandu craft, gift",False,False
P0459,Kathmandu Craft Daura Suruwal 459,Traditional Attire,Daura Suruwal,Kathmandu Craft,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,2500,3.5,219,"traditional attire, daura suruwal, nepal, kathmandu craft, gift",False,True
P0460,Kathmandu Craft Kurta 460,Traditional Attire,Kurta,Kathmandu Craft,Kurta made for Nepali shoppers with reliable quality and local style.,14500,3.5,335,"traditional attire, kurta, nepal, kathmandu craft, gift",False,True
P0461,Himalaya Spices 461,Daily Groceries,Spices,Himalaya,Spices made for Nepali shoppers with reliable quality and local style.,14500,3.7,328,"daily groceries, spices, nepal, himalaya, gift",False,True
P0462,Himalaya Metal Craft 462,Handicrafts & Art,Metal Craft,Himalaya,Metal Craft made for Nepali shoppers with reliable quality and local style.,6500,4.4,106,"handicrafts & art, metal craft, nepal, himalaya, gift",True,False
P0463,NepTech Lokta Paper 463,Handicrafts & Art,Lokta Paper,NepTech,Lokta Paper made for Nepali shoppers with reliable quality and local style.,14500,2.9,177,"handicrafts & art, lokta paper, nepal, neptech, gift",False,True
P0464,Lalitpur Looms Daura Suruwal 464,Traditional Attire,Daura Suruwal,Lalitpur Looms,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,4200,4.4,69,"traditional attire, daura suruwal, nepal, lalitpur looms, gift",False,True
P0465,NepTech Bedding 465,Kitchen & Home,Bedding,NepTech,Bedding made for Nepali shoppers with reliable quality and local style.,550,4.2,142,"kitchen & home, bedding, nepal, neptech, gift",False,True
P0466,Lalitpur Looms Rice 466,Daily Groceries,Rice,Lalitpur Looms,Rice made for Nepali shoppers with reliable quality and local style.,1800,4.9,153,"daily groceries, rice, nepal, lalitpur looms, gift",False,True
P0467,NepTech Tea 467,Daily Groceries,Tea,NepTech,Tea made for Nepali shoppers with reliable quality and local style.,9800,4.2,68,"daily groceries, tea, nepal, neptech, gift",False,True
P0468,Lalitpur Looms Kurta 468,Traditional Attire,Kurta,Lalitpur Looms,Kurta made for Nepali shoppers with reliable quality and local style.,14500,4.0,304,"traditional attire, kurta, nepal, lalitpur looms, gift",False,True
P0469,Himalaya Bags 469,Fashion & Accessories,Bags,Himalaya,Bags made for Nepali shoppers with reliable quality and local style.,9800,3.7,326,"fashion & accessories, bags, nepal, himalaya, gift",False,True
P0470,Lalitpur Looms Appliances 470,Kitchen & Home,Appliances,Lalitpur Looms,Appliances made for Nepali shoppers with reliable quality and local style.,350,4.9,80,"kitchen & home, appliances, nepal, lalitpur looms, gift",False,True
P0471,Lalitpur Looms Bags 471,Fashion & Accessories,Bags,Lalitpur Looms,Bags made for Nepali shoppers with reliable quality and local style.,550,4.6,85,"fashion & accessories, bags, nepal, lalitpur looms, gift",False,True
P0472,Himalaya Sunglasses 472,Fashion & Accessories,Sunglasses,Himalaya,Sunglasses made for Nepali shoppers with reliable quality and local style.,550,2.7,197,"fashion & accessories, sunglasses, nepal, himalaya, gift",False,True
P0473,NepTech Kurta 473,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,14500,4.2,97,"traditional attire, kurta, nepal, neptech, gift",False,True
P0474,Kathmandu Craft Thangka 474,Handicrafts & Art,Thangka,Kathmandu Craft,Thangka made for Nepali shoppers with reliable quality and local style.,899,4.5,124,"handicrafts & art, thangka, nepal, kathmandu craft, gift",False,True
P0475,Lalitpur Looms Accessories 475,Electronics,Accessories,Lalitpur Looms,Accessories made for Nepali shoppers with reliable quality and local style.,6500,3.8,58,"electronics, accessories, nepal, lalitpur looms, gift",False,True
P0476,Lalitpur Looms Spices 476,Daily Groceries,Spices,Lalitpur Looms,Spices made for Nepali shoppers with reliable quality and local style.,899,4.1,318,"daily groceries, spices, nepal, lalitpur looms, gift",True,True
P0477,Himalaya Snacks 477,Daily Groceries,Snacks,Himalaya,Snacks made for Nepali shoppers with reliable quality and local style.,4200,4.1,67,"daily groceries, snacks, nepal, himalaya, gift",False,True
P0478,Janakpur Mart Exam Prep 478,Books & Education,Exam Prep,Janakpur Mart,Exam Prep made for Nepali shoppers with reliable quality and local style.,2500,4.6,142,"books & education, exam prep, nepal, janakpur mart, gift",False,True
P0479,Lalitpur Looms Shoes 479,Fashion & Accessories,Shoes,Lalitpur Looms,Shoes made for Nepali shoppers with reliable quality and local style.,1800,3.5,269,"fashion & accessories, shoes, nepal, lalitpur looms, gift",False,True
P0480,Lalitpur Looms Decor 480,Kitchen & Home,Decor,Lalitpur Looms,Decor made for Nepali shoppers with reliable quality and local style.,9800,4.3,167,"kitchen & home, decor, nepal, lalitpur looms, gift",False,True
P0481,Lalitpur Looms Smart Watch 481,Electronics,Smart Watch,Lalitpur Looms,Smart Watch made for Nepali shoppers with reliable quality and local style.,14500,5.0,247,"electronics, smart watch, nepal, lalitpur looms, gift",False,True
P0482,Sagarmatha Cookware 482,Kitchen & Home,Cookware,Sagarmatha,Cookware made for Nepali shoppers with reliable quality and local style.,6500,5.0,43,"kitchen & home, cookware, nepal, sagarmatha, gift",False,True
P0483,Janakpur Mart Bedding 483,Kitchen & Home,Bedding,Janakpur Mart,Bedding made for Nepali shoppers with reliable quality and local style.,1250,3.7,278,"kitchen & home, bedding, nepal, janakpur mart, gift",False,True
P0484,Kathmandu Craft Accessories 484,Electronics,Accessories,Kathmandu Craft,Accessories made for Nepali shoppers with reliable quality and local style.,550,4.7,402,"electronics, accessories, nepal, kathmandu craft, gift",True,True
P0485,Himalaya Sunglasses 485,Fashion & Accessories,Sunglasses,Himalaya,Sunglasses made for Nepali shoppers with reliable quality and local style.,6500,4.7,84,"fashion & accessories, sunglasses, nepal, himalaya, gift",False,True
P0486,Himalaya Daura Suruwal 486,Traditional Attire,Daura Suruwal,Himalaya,Daura Suruwal made for Nepali shoppers with reliable quality and local style.,9800,3.6,46,"traditional attire, daura suruwal, nepal, himalaya, gift",True,True
P0487,Janakpur Mart Cookware 487,Kitchen & Home,Cookware,Janakpur Mart,Cookware made for Nepali shoppers with reliable quality and local style.,6500,2.5,267,"kitchen & home, cookware, nepal, janakpur mart, gift",False,True
P0488,Kathmandu Craft Jewellery 488,Fashion & Accessories,Jewellery,Kathmandu Craft,Jewellery made for Nepali shoppers with reliable quality and local style.,899,4.6,364,"fashion & accessories, jewellery, nepal, kathmandu craft, gift",False,True
P0489,NepTech Rice 489,Daily Groceries,Rice,NepTech,Rice made for Nepali shoppers with reliable quality and local style.,550,4.0,219,"daily groceries, rice, nepal, neptech, gift",False,True
P0490,Janakpur Mart Spices 490,Daily Groceries,Spices,Janakpur Mart,Spices made for Nepali shoppers with reliable quality and local style.,6500,3.3,100,"daily groceries, spices, nepal, janakpur mart, gift",False,True
P0491,Sagarmatha Dhaka Topi 491,Traditional Attire,Dhaka Topi,Sagarmatha,Dhaka Topi made for Nepali shoppers with reliable quality and local style.,1800,5.0,245,"traditional attire, dhaka topi, nepal, sagarmatha, gift",True,True
P0492,Janakpur Mart Stationery 492,Books & Education,Stationery,Janakpur Mart,Stationery made for Nepali shoppers with reliable quality and local style.,9800,3.4,11,"books & education, stationery, nepal, janakpur mart, gift",True,True
P0493,NepTech Kurta 493,Traditional Attire,Kurta,NepTech,Kurta made for Nepali shoppers with reliable quality and local style.,4200,4.0,374,"traditional attire, kurta, nepal, neptech, gift",False,True
P0494,Himalaya Accessories 494,Electronics,Accessories,Himalaya,Accessories made for Nepali shoppers with reliable quality and local style.,550,4.2,259,"electronics, accessories, nepal, himalaya, gift",False,True
P0495,Kathmandu Craft Tea 495,Daily Groceries,Tea,Kathmandu Craft,Tea made for Nepali shoppers with reliable quality and local style.,14500,3.3,282,"daily groceries, tea, nepal, kathmandu craft, gift",True,True
P0496,Kathmandu Craft Sunglasses 496,Fashion & Accessories,Sunglasses,Kathmandu Craft,Sunglasses made for Nepali shoppers with reliable quality and local style.,899,3.9,352,"fashion & accessories, sunglasses, nepal, kathmandu craft, gift",True,False
P0497,Sagarmatha Exam Prep 497,Books & Education,Exam Prep,Sagarmatha,Exam Prep made for Nepali shoppers with reliable quality and local style.,1250,3.6,264,"books & education, exam prep, nepal, sagarmatha, gift",False,True
P0498,Himalaya Literature 498,Books & Education,Literature,Himalaya,Literature made for Nepali shoppers with reliable quality and local style.,550,4.3,133,"books & education, literature, nepal, himalaya, gift",True,True
P0499,NepTech Literature 499,Books & Education,Literature,NepTech,Literature made for Nepali shoppers with reliable quality and local style.,9800,4.7,363,"books & education, literature, nepal, neptech, gift",False,True
P0500,NepTech Lokta Paper 500,Handicrafts & Art,Lokta Paper,NepTech,Lokta Paper made for Nepali shoppers with reliable quality and local style.,6500,3.9,225,"handicrafts & art, lokta paper, nepal, neptech, gift",False,True
